Ticker,AAPL,ABBV,ADBE,ADP,ADSK,AMAT,AMD,AMT,AMZN,AVGO,AXP,BAC,BK,BKNG,BR,BRK-B,C,CAT,CCI,CI,CMI,COP,COST,CRH,CRM,CSCO,CVX,DHR,DIS,ECL,ELV,EQIX,EW,EXPD,GE,GILD,GIS,GOOG,GOOGL,GS,GWW,HD,HON,IBM,INTU,ISRG,JNJ,JPM,KMI,KO,LIN,LKQ,LLY,LNG,LOW,LRCX,MA,MCD,MCO,MET,META,MMC,MMM,MRK,MS,MSFT,NEE,NFLX,NI,NOW,NVDA,NXPI,OKE,ORCL,PEG,PEP,PG,PGR,PNC,PRU,RTX,SPGI,TSLA,TT,TXN,UNH,UNP,V,VRTX,VZ,WMB,XOM,ZTS
AAPL,0.0033191729378785778,0.00017066376561697294,0.0007392249454356374,0.0003728432771916384,0.002009110733239436,0.0024356140544784426,0.002071019952232431,0.0006330742383255566,0.0027292586405605894,0.0026353528499394306,0.0017993550274018554,0.0010729641656720902,0.001102845742711597,0.003126284431558327,-0.0003560010738977526,-0.0003138930525582679,0.00025279576746253774,0.0013946023881791908,0.0004603327747827248,0.000711324942765642,0.0010257479113873046,0.0006145161826625388,0.0012371312321350122,0.0007834785507094178,0.0006088981920941593,0.0003518398736138913,0.00022128566186340313,0.0009928158399578246,0.0012808261988751534,0.001556652045091287,0.0006117304199247718,-0.0003938890391944602,0.000759491913592348,0.00047915227859421665,0.0004557735726253227,0.0017611464255256983,-0.001030997674795582,0.0023802567490339888,0.002475716956092604,0.0009590836575397079,0.0002449629138348793,0.0012550208094550736,0.0012206289649575397,0.00143809985449009,0.0013270079761014313,0.00017378989631637018,0.0004894969445132402,0.0001425939600806562,-0.0009325360900800972,0.0003489212749385029,0.0010195664273328247,0.0015293312297352177,0.0010158662307279927,-2.030475527421307e-05,0.0008241641772736395,0.0022346762564838096,0.001341912283864583,-0.00032326712377764733,0.0006149947567308476,0.0010885508394441403,0.0007881027748553119,0.0006491927301862265,0.0020295954304319257,0.0016616718095858966,0.0014084058307383077,0.00030003515623561454,8.48406758417869e-06,0.002253139395807156,-0.00031240667551467256,0.002538955020218819,0.0010053948140017195,0.002684320186020583,0.0002730938204382352,0.0003512208678194749,-0.0004772703531439041,0.00046887390246972706,0.00033817664784178384,-0.0003336461975765196,0.0008089014485004495,0.0009912508120162196,-0.0009544130833051546,-0.00020029799505437272,0.0007890996424387265,0.0005137625841930601,0.002344698997431197,0.0007592813636966209,0.0006877879898423829,0.000877554853091229,0.0005069806967640664,-0.00013414271911503303,-0.0005549269553793253,4.501749094954273e-05,0.0014057090022095335
ABBV,0.00017066376561697294,0.00842536289103114,0.0021418105421114036,0.001649144737506432,-0.00021648451337334324,1.1169338316820016e-05,0.0002983758719229433,0.0010212277041093444,-0.0009645029298238635,-0.005672691691316697,0.002384251600335589,0.002226366090079331,0.0006036992194084018,0.0020757493739639514,0.001337018132357193,0.001049610737318785,0.0022294756782475296,0.0002825857690463627,0.0009528654001267816,0.004184146272380188,0.0012030726855745495,0.0010546845727146988,0.00018075469957362536,-0.001223269887376995,3.4343573620317064e-05,0.0018193374706957713,0.0004853932566103218,0.003989838992387923,0.0026035954171911486,0.00024181669121627747,0.004140089952921436,0.0003437105929951674,0.0017321641737080731,0.004458095419830821,-0.0010917263899147694,0.004469861948936017,0.0012120251767763475,8.922339302379661e-05,3.792341910831027e-05,0.0023676808725940223,0.0023320799496487953,0.002612271739401178,0.0025446700633006197,0.0013955755759582067,0.0020202657796299065,0.0018612908449689878,0.0018127646174500385,0.00221565314791617,0.0006932096348073802,0.0023382548794813585,0.0022248118777931213,0.003341877515184658,0.003905229554108506,0.00023349902286663122,0.0020735356798289297,-0.0009472111435355634,0.0026997914338201283,0.002926099124110829,0.0010181279693885256,0.002272228356871075,-0.003664175314608911,0.001720707096441359,0.00214808235084081,0.004471411426791247,0.0012727097138886833,-0.002007181303081347,0.0010445545951983542,-0.0013711929997693648,0.00026936994924150397,-0.0019219613606362993,-0.0034078738051083915,0.0022411120350077766,0.001598712175247146,-0.0032165393646849446,0.001255758386991624,0.0007861559303517401,0.003281466929001587,0.0012805741074453211,0.0017002703013095863,0.0013269786219854808,-0.0004056248192339223,0.0014595962585375074,-0.0035727125636209065,0.0010190791938967186,0.002039113052215363,0.0053209282451675,0.0020620514247668754,0.0009511633688280472,0.004936848793029571,0.0018951599536115784,9.255675334993872e-05,0.0015025042495095389,0.00023773043056958787
ADBE,0.0007392249454356374,0.0021418105421114036,0.010944091925010974,0.0043319440274913095,0.003165304612810333,-0.0010491735130662779,0.004015017957985024,-4.38583316715631e-05,0.0023144924187597222,-0.005078081968055286,0.003138882542776995,0.0012817094055484902,0.0011865058139089552,0.005210245282481166,0.0017807291635518804,0.0005317841601785577,0.002719412747733721,0.0003675645968358983,0.002099727497992615,0.0026214776240821008,-0.0023231976099030425,0.0045449321982505096,0.0016828107507120573,-0.001888049143879259,0.009096667167278432,0.0003706544814816787,0.00021237087761756423,0.0011429879811986762,0.00394329639058424,0.0009414749753760915,0.0023408393023273562,0.002520474238945786,0.0011572050264576556,0.0024784974983941537,-0.0014989721758588838,0.000651494817505437,0.002279117879288779,-0.0002615851917790047,-0.00028821890694700016,0.0027329042505766787,0.0036838078290335795,0.00504878537923459,0.0016130417879697777,0.0017085820697040311,0.005976152594721376,0.0009180700618211663,-0.0004610398864641095,0.00044022986140553494,0.0018825422744584944,0.000683547377409426,0.002627183307162125,0.006410190839184742,-0.00018404831871634376,-0.0004173808557360211,0.003048203137521379,-3.3896019358204535e-05,0.003968932584333958,0.003950178772059652,0.002925397204210332,0.00519577217543987,0.0015595774203795171,0.0014389918255443784,0.0026559946372253116,0.001079613468782905,0.0020019415676613187,0.0009893772043132573,-0.0003358553667141046,0.001127826847625713,0.0006625374999943409,0.007093119831435867,-0.002077628044134234,0.004226390487219571,0.0024677013607614286,-0.0037892254328855185,-0.001086353861269019,-0.00023606131853343127,0.0022590438715335255,-0.0003774388303645559,0.0025036328808324543,0.0026622508804122003,-0.0013373170496645236,0.002497986823082084,0.000497100826926065,-0.00015767854000369087,0.004523224854727111,0.004675658364183521,0.0011516455724605405,0.003845669548609606,0.0029856665200862975,0.002644295393298167,0.0013226767099001413,0.0016621899206358238,0.002605866324573003
ADP,0.0003728432771916384,0.001649144737506432,0.0043319440274913095,0.004590519699839739,0.0015123445944221121,0.0007609167325276379,-0.0022132061226623023,0.001005871552777616,0.0011986841372435492,-0.0042646010217165685,0.0027019069365141275,0.0006617214485985871,0.0005230255552468618,0.001323379105407092,0.0024556171556043716,0.0011342811363799661,0.0014706520351757092,-0.00021027836348045553,0.0021229480421011263,0.0035812373480992314,-0.0013396956707031596,0.0032152355412406685,0.001961910893702604,2.727660977334689e-06,0.004252512399060716,-0.00042283886143639886,0.0007476064798074038,0.0013573893485740423,0.0015727227205416842,0.002458479564418573,0.0030576734845493767,0.00012795107832144127,0.0016109494851042194,0.003654304361695041,-0.0011886798858764319,0.0009520649986674917,0.0021488577663772127,-0.0011785456665372206,-0.0012451495348481138,0.0012478185803498792,0.0033214893579811026,0.005270358369778713,0.0016074957440211028,-6.254422525961001e-05,0.0016823460469550366,0.001002947462313874,0.0011448973019609592,0.0015960878978956894,0.0002437032971865811,0.0005216740531461678,0.0022341758231715103,0.005486774523327456,0.0007154794937819155,-0.0009286886269263379,0.00437990053491454,-0.0019245360346629723,0.003260645082290164,0.0031355258202612002,0.0021733398971483828,0.003576640163466093,0.001197470735082894,0.001978602797460894,0.0020742641728502174,0.0023424059507959187,0.0011918241394337972,-0.00038903542397711034,0.0006663559345790076,-0.0012255104351175199,0.00021321907708288636,0.003337962572877692,-0.003133846328303745,0.002627286944644527,0.0013473449317577407,-0.005237037351377958,-0.0011396934189195642,0.0007293882067519696,0.002203944904490131,0.001320430634664327,0.0026509335393808935,0.0019695960596665812,-0.0011676475995365504,0.002559390590642082,-0.0014898054895738362,-2.762558919748646e-05,0.0021964252254113507,0.004084324705352387,0.002140900093494253,0.0031215619606587072,0.0018204702770826372,0.0018946948661417418,0.00036530109408328544,0.0009476967086170026,0.0008539187256533828
ADSK,0.002009110733239436,-0.00021648451337334324,0.003165304612810333,0.0015123445944221121,0.005265135749283235,0.005699103929165517,0.005649669113814789,0.0003212661236967819,0.003853218316648867,0.003394007410108539,0.0026761671387213913,0.001206757407812511,0.0025744004535129188,0.004247665442472297,0.0007123205033524337,-0.00035768442468880196,0.0020745708289633294,0.0034237673877883503,0.002130549092993808,0.001950505569392743,0.0013983776285128545,0.0015206557293925252,0.0016559573332247386,0.0015444161410960798,0.0039133778954937035,0.0010844311548944417,0.00022187917008119774,0.001350465847785604,0.002536284291080792,0.0021607044074369074,0.0010925609633345692,0.0008758253174905473,0.0021291382895375455,0.000930579631958317,0.0014834600078277172,0.0007843454631369698,9.753393447065482e-05,0.0011076348639248279,0.0011417431247115902,0.0024163199487599665,0.002068661197027045,0.0025584239170283792,0.0013039402055289846,0.0006866168618378431,0.0027569303429143734,0.0014438955122303677,-0.0006125337487679836,0.001147408070405341,0.0007523550371608645,-0.00010513122326025435,0.001039087814507923,0.0027270933453423184,0.0007446274804662699,0.0006916196699510365,0.002293006109084674,0.005095917076962725,0.001431488789859732,0.0009576818442045862,0.0014270791258812628,0.002635134452649159,0.0030243517608374007,0.0006712899492150281,0.0021034831122609056,0.0011778843758401976,0.002235369497674686,0.0027330023552111973,0.0011080765446122224,0.002393385426081922,0.0008712722519066757,0.0031274108347050067,0.003231621012738207,0.004224178285690264,0.0006928073252111677,0.003408366821521318,0.00012808032163506573,0.0005358841263748757,0.0005140731606748166,2.359825413494192e-05,0.0014040344617462324,0.0009697527930868981,9.526231831811962e-05,0.00047734009562436306,0.0026084979269827605,0.0024322221931593465,0.004232865274964897,0.0017487426488922127,0.000899887878691069,0.0015111143770398777,0.0012317450154161586,0.0007250123745231154,0.0018952035974375535,0.00010275568219755486,0.0035722904361676143
AMAT,0.0024356140544784426,1.1169338316820016e-05,-0.0010491735130662779,0.0007609167325276379,0.005699103929165517,0.029287916564009687,0.02128313709385091,-0.0009310377678439871,0.0102694405659821,0.02323077869091209,0.005184480478512197,0.002577914664754839,0.005432433486341421,0.005175637782434369,-0.0014155942128326233,-0.003545062377840961,0.007868543051207426,0.016119698352976174,0.0012890984052883997,-0.003202251179859727,0.011480455194153426,-0.0018529105864226623,-0.001239017687546038,0.00967006831526548,0.0044801900081905405,0.007875103263148657,-0.0013776992244153817,0.0026892555622719644,0.003848470081722895,0.001626339179530318,0.0013564329804654173,0.0005902646906850344,0.0030005015524326665,0.0027836916927911556,0.0059054359364507075,0.0008585119298822163,-0.006401719217072816,0.01355832788570245,0.013837783056302537,0.0074420477101812205,0.004124401005206684,0.0011871702765498414,0.002508701854471715,0.002994277068730202,0.0029472872942900873,0.007951086141531533,-5.8185789665435295e-05,0.006149396050706751,-0.0012635050468969855,-0.0032157221486357637,-0.0024667398112963733,0.0044371724981908285,0.003934227738576585,-9.034036315323195e-05,0.0037792610269486633,0.028691827488918402,2.7521983623198005e-05,-0.0013418840722915837,-0.0015226823394902886,0.0021375689723961526,0.006779909837439356,-0.004461402767164323,0.004184622753315107,-0.0013310163303164536,0.007961345951974067,0.0030679277664213936,0.002935795872286972,-0.0022587506715815923,0.0004755796956711779,0.0030868243534435576,0.014912907049416706,0.015303506899787597,-0.0011346542335144648,0.020225146146153488,-0.0024879014283096233,0.0005185137436090828,-0.004928140495622437,-0.0045529280554057455,0.0036515317169434893,0.0010355963891994667,0.002334023359083179,-0.0027728307796548463,0.018139072251422753,0.009837051227859158,0.01057799685478513,0.0015052335224365132,0.0004040024264246681,-0.0003133354381720144,0.001501566627618181,-0.0021537793232889397,0.0031603515208899805,-0.003934950174565406,0.007405790850959683
AMD,0.002071019952232431,0.0002983758719229433,0.004015017957985024,-0.0022132061226623023,0.005649669113814789,0.02128313709385091,0.05372584640239121,-0.00032030679341404396,0.010583632305701297,0.030195900524505433,0.004131680075691145,0.003992501945710381,0.008539922187940573,0.008487543952370549,-0.0026178273341071565,-0.0036175016898791945,0.010140057470414044,0.015253159369813465,0.0027638424491405905,-0.00614931107721348,0.0065888309693664954,0.0004062616783848661,-0.0005423008636059292,0.008832876652226295,0.008725613373956593,0.011514501388448352,-0.001085855999490929,0.0012478274685676274,0.008194436262059632,-0.000909646046675946,0.003770008868697671,0.006805061715293092,0.0014819836474176038,0.002390069613332532,0.008145280323530742,-0.0006251123556554189,-0.007718961341242479,0.009587999792780924,0.009669267474590548,0.014138954448647207,0.0002356065493210336,-0.0031784269208590555,0.00255834702730001,0.00507321720508927,0.004752899217202689,0.0048170200555078,-0.0031442409290604488,0.006240813538575202,0.0030202515025257956,-0.004156010107691458,-0.0005389007240343903,0.004108835475303227,0.002493982481752769,0.0025298895118538592,-0.004325673263518772,0.03325636783656162,0.0010400171589601396,-0.0031733295810452925,-0.0011317864663722382,0.008804813750602674,0.0036362127405327603,-0.003276014045680262,0.004552564616619795,-0.005815214750446166,0.013084572162187651,0.009007238325259796,0.0010710659649483777,0.007908997576704034,0.0017504211674275402,0.008822613067184305,0.02402849006414379,0.013616493047298303,-0.003237094185482386,0.023208118910242843,-0.002505736943763879,-0.0014578251556078043,-0.008700571915294414,-0.0034220922359081856,0.003198016134921057,0.0012483435084164123,0.004668357784426494,-0.0019452049806278865,0.01954854287824092,0.008000457994191097,0.011362983633763396,0.004257052586349017,-0.003687612397711987,0.0012032884502978965,0.004087274358294161,-0.00448018415689897,0.004560053315613219,-0.0025701077861357935,0.005287545156728897
AMT,0.0006330742383255566,0.0010212277041093444,-4.38583316715631e-05,0.001005871552777616,0.0003212661236967819,-0.0009310377678439871,-0.00032030679341404396,0.0062354513452169925,-0.0005413386522360471,0.0022772905111736767,0.0012684078461173086,0.0015447803485999759,0.001225478790695615,0.0016400356223134226,0.0007842814768937528,0.0007754615768359206,0.0006393961172535834,0.0001955055486086633,0.005603504915322654,0.0022187858529542515,-0.00017892696786547935,0.002913126916857187,8.80529704035423e-05,0.002308992205682328,0.0013631132396507398,-0.0010092787628646108,0.0009094183155413099,0.001510383545599422,0.0021142846660466962,0.0010966338175642269,0.0028657987138939306,0.001759267788089588,0.0017519340768156512,0.002226742884233422,0.0010790175665543933,0.0021239664972074264,0.0005523801547688805,-0.0013604451895656683,-0.0013130743391119048,0.0025235709515812844,-0.00035345742174987504,0.0014211337156170149,0.0016854401556861396,0.002000966593846882,0.0003278724887676039,-0.0008690635348772744,0.0014940981045804692,0.0026640924218031734,0.0010780423123747049,0.0015584593204973983,0.00037304344758492614,0.0019231436562856716,0.0008118915890807515,-0.000766239137230999,0.0007302243547076947,-0.0028217742239398463,0.0009805320907417257,0.0017284255253768432,0.000308184911846556,0.002255856303526206,0.0007016501555735212,0.0013381286717411547,-0.0002658753685522716,0.002872065943360298,0.001834325373405341,0.0015934469975056019,7.725085885354095e-05,-0.0006620131512520944,0.0012787891174170579,9.20385140963149e-05,0.00021652637231121702,-0.0009227282813016544,0.0005713981560204395,0.0002954820844796102,0.0009881669626226723,0.0006014552470660546,-2.564703121941155e-07,0.0015232893875988531,0.00031611129865263485,0.0007726493267863607,0.0018887076082915114,0.0003830564954115598,-0.002366023551549765,-0.0005283473182485856,-0.0001948080530959639,0.0007515874953421195,0.0020974555869553956,0.0009696086916427662,0.0010953509829713431,0.002105847919080072,0.0008193297174788982,0.0008736917648595185,-0.002386318886943836
AMZN,0.0027292586405605894,-0.0009645029298238635,0.0023144924187597222,0.0011986841372435492,0.003853218316648867,0.0102694405659821,0.010583632305701297,-0.0005413386522360471,0.010437890059388681,0.011431665636619872,0.003576782776201652,0.0012639202772352987,0.0027035172391843085,0.004046797102883105,-0.00027654216243537956,-0.0015289872358650865,0.0033362846399723313,0.006060474169982214,0.0020325861792297503,-0.0004569901084623196,0.0031686223828890914,0.0012381998020751567,0.0009764531776282072,0.003725951120366448,0.005497113090428854,0.0019136223957150172,0.000829231228395415,0.0009752466612505204,0.00397243265030203,0.0025243798519176725,0.0015230721531538664,0.0013189470010679682,0.001941355364755882,0.002595452802878292,0.0033434589553670816,-0.0008162490899617438,-0.0027458346839144446,0.007816301613552418,0.00800528487648748,0.0037156156097426936,0.002170508069350751,0.0049923635759666005,0.0022666571169474583,0.0032999253575891284,0.0025139270631245616,0.003667739155174612,-6.683978713466043e-05,0.0022940246077362367,-0.00022981791506828666,-0.0007670534377755686,0.0006743835641831947,0.004300950026488949,0.00042683128054132245,0.0006626993032437962,0.003163681278533318,0.013015169962925248,0.002225475121801097,-0.0002581624492410255,0.0016459569712992952,0.0019875573067477535,0.005541101577372043,-0.00047209760565460485,0.002913353941417157,0.00025018037366507205,0.003355140957361613,0.003509596592719218,0.0030137990883880405,3.880573578761136e-05,0.00200821696234185,0.005395302951724103,0.007422331807908572,0.004519024748453097,-0.0009253469905794501,0.005338802348100615,-0.0004537388605169639,-2.2984848735399475e-05,-0.0014651715317734876,-0.0021486104046173704,0.0018136049447599822,0.0013967478002950419,0.0016304761023066183,0.00029466425981417027,0.009128138263360475,0.004300522598277714,0.0035621121719386687,0.002286135307674907,0.0004432987534809064,0.0022610984674962392,0.00038800488448608155,-0.0018597006866687014,0.0021525454993770077,-1.7315256765355447e-05,0.005706073911977903
AVGO,0.0026353528499394306,-0.005672691691316697,-0.005078081968055286,-0.0042646010217165685,0.003394007410108539,0.02323077869091209,0.030195900524505433,0.0022772905111736767,0.011431665636619872,0.05242902737835365,0.004582878227713675,0.002326417372349939,0.007862574425198004,0.0022462284377275576,-0.002435519129304882,-0.004746252384345333,0.006684295791604475,0.01898807426963239,0.004720699944829607,-0.008803400073318646,0.012826945961333009,-0.0013591646147974893,-0.001821222115784124,0.010211677521028126,0.00415681907652611,0.006738852852544305,-0.0021667212788313577,0.0020025940236351614,0.0017663273582941485,5.236395711125131e-05,0.0012855369113414805,0.00432272425892582,0.0027044929012421627,0.0002451790036741283,0.004656160547974931,0.0013037954207934343,-0.010127990406914289,0.01845142503991414,0.01868943691078391,0.013445427252857037,-0.001589138740980559,-0.0050306121619735624,-0.0012257512183206547,0.0067988618785925015,0.0015905440576449257,0.005098543733736614,-0.0010813850304482503,0.0044499305905654095,-0.0004771775124471273,-0.00461766621066162,-0.007598255879074526,-0.00037761598954427365,0.00012867441978601637,0.00022153534538510672,-0.002599760999777637,0.030868782408931796,-0.0022025870563832134,-0.005933427390791413,-0.00141834016027775,0.00038597958987498057,0.0081595144400078,-0.0070189316145977355,0.0031582502173163186,-0.000790779862077951,0.011916213862725532,0.0061707782638976034,0.002177065385201148,-0.0008417630702653752,0.003223635210231903,0.00938126725890977,0.01875153504152313,0.004826354142906965,-0.002089178316566744,0.02668149153759803,-0.0007177082474958435,-0.0034637609242955886,-0.010333691686906869,-0.006657741606207134,0.0028740979571585876,0.0006398200923064778,0.005866336695675653,-0.00383457019181522,0.015508469199947703,0.009716125388021149,0.006538083783635126,-0.002355382316627129,-0.003983663065805684,8.755506779080906e-05,-0.0027576793437727246,-0.006885129656758404,0.003487109466521283,-0.002881162003334167,0.002628788582278275
